GENOME,SAMPLE
BPAM22-1_SAMN08954306_MAG_00000050,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000051,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000053,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000055,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000060,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000062,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000064,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000066,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000067,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000068,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000069,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000070,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000071,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000072,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000074,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954306_MAG_00000075,BPAM22-1_SAMN08954306_METAG
BPAM22-1_SAMN08954307_MAG_00000003,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000005,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000007,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000012,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000014,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000017,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000018,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000019,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000020,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000022,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000023,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000024,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000026,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000027,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000028,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000029,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000030,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000031,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000032,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000033,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000034,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000035,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000040,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000043,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000046,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000051,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000054,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000056,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000059,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000060,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000061,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000066,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000068,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000069,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954307_MAG_00000070,BPAM22-1_SAMN08954307_METAG
BPAM22-1_SAMN08954308_MAG_00000003,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000004,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000006,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000007,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000008,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000012,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000013,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000015,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000016,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000018,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000019,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000020,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000022,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000024,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000025,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000030,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000032,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000033,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000035,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000036,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000037,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000038,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000039,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954308_MAG_00000041,BPAM22-1_SAMN08954308_METAG
BPAM22-1_SAMN08954309_MAG_00000019,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000020,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000021,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000022,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000023,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000025,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000028,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000029,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000031,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000032,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000033,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000034,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000037,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000039,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000040,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000041,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000042,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000043,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000001,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000002,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000003,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000004,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000005,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000009,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000012,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000014,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000017,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954309_MAG_00000018,BPAM22-1_SAMN08954309_METAG
BPAM22-1_SAMN08954310_MAG_00000002,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000003,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000004,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000006,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000008,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000009,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000010,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000012,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000013,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000014,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000015,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000016,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000017,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000018,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000022,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000023,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000024,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000025,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000027,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000032,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000033,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000034,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000035,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000036,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000037,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000039,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000040,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000041,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000042,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954310_MAG_00000043,BPAM22-1_SAMN08954310_METAG
BPAM22-1_SAMN08954311_MAG_00000001,BPAM22-1_SAMN08954311_METAG
BPAM22-1_SAMN08954311_MAG_00000002,BPAM22-1_SAMN08954311_METAG
BPAM22-1_SAMN08954311_MAG_00000003,BPAM22-1_SAMN08954311_METAG
BPAM22-1_SAMN08954311_MAG_00000004,BPAM22-1_SAMN08954311_METAG
BPAM22-1_SAMN08954311_MAG_00000005,BPAM22-1_SAMN08954311_METAG
BPAM22-1_SAMN08954311_MAG_00000009,BPAM22-1_SAMN08954311_METAG
BPAM22-1_SAMN08954311_MAG_00000013,BPAM22-1_SAMN08954311_METAG
BPAM22-1_SAMN08954311_MAG_00000014,BPAM22-1_SAMN08954311_METAG
BPAM22-1_SAMN08954312_MAG_00000001,BPAM22-1_SAMN08954312_METAG
BPAM22-1_SAMN08954312_MAG_00000004,BPAM22-1_SAMN08954312_METAG
BPAM22-1_SAMN08954312_MAG_00000006,BPAM22-1_SAMN08954312_METAG
BPAM22-1_SAMN08954312_MAG_00000007,BPAM22-1_SAMN08954312_METAG
BPAM22-1_SAMN08954312_MAG_00000008,BPAM22-1_SAMN08954312_METAG
BPAM22-1_SAMN08954312_MAG_00000009,BPAM22-1_SAMN08954312_METAG
BPAM22-1_SAMN08954312_MAG_00000011,BPAM22-1_SAMN08954312_METAG
BPAM22-1_SAMN08954312_MAG_00000016,BPAM22-1_SAMN08954312_METAG
BPAM22-1_SAMN08954313_MAG_00000002,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000003,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000004,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000006,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000007,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000012,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000013,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000014,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000015,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000017,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000022,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000028,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000030,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000032,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000040,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000041,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000043,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000044,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000050,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954313_MAG_00000051,BPAM22-1_SAMN08954313_METAG
BPAM22-1_SAMN08954314_MAG_00000004,BPAM22-1_SAMN08954314_METAG
BPAM22-1_SAMN08954314_MAG_00000005,BPAM22-1_SAMN08954314_METAG
BPAM22-1_SAMN08954314_MAG_00000006,BPAM22-1_SAMN08954314_METAG
BPAM22-1_SAMN08954314_MAG_00000008,BPAM22-1_SAMN08954314_METAG
BPAM22-1_SAMN08954314_MAG_00000009,BPAM22-1_SAMN08954314_METAG
BPAM22-1_SAMN08954314_MAG_00000011,BPAM22-1_SAMN08954314_METAG
BPAM22-1_SAMN08954314_MAG_00000016,BPAM22-1_SAMN08954314_METAG
BPAM22-1_SAMN08954315_MAG_00000001,BPAM22-1_SAMN08954315_METAG
BPAM22-1_SAMN08954315_MAG_00000002,BPAM22-1_SAMN08954315_METAG
BPAM22-1_SAMN08954315_MAG_00000004,BPAM22-1_SAMN08954315_METAG
BPAM22-1_SAMN08954315_MAG_00000005,BPAM22-1_SAMN08954315_METAG
BPAM22-1_SAMN08954315_MAG_00000006,BPAM22-1_SAMN08954315_METAG
BPAM22-1_SAMN08954315_MAG_00000007,BPAM22-1_SAMN08954315_METAG
BPAM22-1_SAMN08954315_MAG_00000008,BPAM22-1_SAMN08954315_METAG
BPAM22-1_SAMN08954315_MAG_00000011,BPAM22-1_SAMN08954315_METAG
BPAM22-1_SAMN08954315_MAG_00000012,BPAM22-1_SAMN08954315_METAG
BPAM22-1_SAMN08954315_MAG_00000015,BPAM22-1_SAMN08954315_METAG
BPAM22-1_SAMN08954315_MAG_00000018,BPAM22-1_SAMN08954315_METAG
BPAM22-1_SAMN08954317_MAG_00000004,BPAM22-1_SAMN08954317_METAG
BPAM22-1_SAMN08954317_MAG_00000008,BPAM22-1_SAMN08954317_METAG
BPAM22-1_SAMN08954317_MAG_00000009,BPAM22-1_SAMN08954317_METAG
BPAM22-1_SAMN08954317_MAG_00000010,BPAM22-1_SAMN08954317_METAG
BPAM22-1_SAMN08954317_MAG_00000015,BPAM22-1_SAMN08954317_METAG
BPAM22-1_SAMN08954317_MAG_00000016,BPAM22-1_SAMN08954317_METAG
BPAM22-1_SAMN08954317_MAG_00000017,BPAM22-1_SAMN08954317_METAG
BPAM22-1_SAMN09717244_MAG_00000001,BPAM22-1_SAMN09717244_METAG
BPAM22-1_SAMN09717244_MAG_00000002,BPAM22-1_SAMN09717244_METAG
BPAM22-1_SAMN09717244_MAG_00000004,BPAM22-1_SAMN09717244_METAG
BPAM22-1_SAMN09717244_MAG_00000008,BPAM22-1_SAMN09717244_METAG
BPAM22-1_SAMN09717244_MAG_00000009,BPAM22-1_SAMN09717244_METAG
BPAM22-1_SAMN09717244_MAG_00000011,BPAM22-1_SAMN09717244_METAG
BPAM22-1_SAMN09717245_MAG_00000007,BPAM22-1_SAMN09717245_METAG
BPAM22-1_SAMN07482717_MAG_00000001,BPAM22-1_SAMN07482717_METAG
BPAM22-1_SAMN07482717_MAG_00000003,BPAM22-1_SAMN07482717_METAG
BPAM22-1_SAMN07482717_MAG_00000004,BPAM22-1_SAMN07482717_METAG
BPAM22-1_SAMN07482717_MAG_00000007,BPAM22-1_SAMN07482717_METAG
BPAM22-1_SAMN07482717_MAG_00000008,BPAM22-1_SAMN07482717_METAG
BPAM22-1_SAMN07482717_MAG_00000013,BPAM22-1_SAMN07482717_METAG
BPAM22-1_SAMN07482717_MAG_00000014,BPAM22-1_SAMN07482717_METAG
BPAM22-1_SAMN07482717_MAG_00000015,BPAM22-1_SAMN07482717_METAG
BPAM22-1_SAMN07482717_MAG_00000021,BPAM22-1_SAMN07482717_METAG
BPAM22-1_SAMN07482717_MAG_00000024,BPAM22-1_SAMN07482717_METAG
BPAM22-1_SAMN07482717_MAG_00000034,BPAM22-1_SAMN07482717_METAG
BPAM22-1_SAMN07482717_MAG_00000036,BPAM22-1_SAMN07482717_METAG
BPAM22-1_SAMN07482717_MAG_00000037,BPAM22-1_SAMN07482717_METAG
BPAM22-1_SAMN07482717_MAG_00000038,BPAM22-1_SAMN07482717_METAG
BPAM22-1_SAMN07482719_MAG_00000002,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000004,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000009,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000010,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000016,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000019,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000021,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000023,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000025,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000026,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000027,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000029,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000039,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000041,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000043,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000045,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000048,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000051,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482719_MAG_00000053,BPAM22-1_SAMN07482719_METAG
BPAM22-1_SAMN07482704_MAG_00000038,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000040,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000041,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000043,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000044,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000047,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000049,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000052,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000055,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000057,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000059,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000060,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000062,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000063,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000064,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000065,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000068,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000070,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000071,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000072,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000073,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000002,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000007,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000015,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000022,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000023,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000027,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000028,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000032,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000035,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482704_MAG_00000036,BPAM22-1_SAMN07482704_METAG
BPAM22-1_SAMN07482686_MAG_00000009,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000011,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000012,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000014,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000016,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000017,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000020,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000022,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000023,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000024,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000025,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000027,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000028,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000035,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000036,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000037,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000039,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000042,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000045,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000047,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000049,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000051,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000052,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000057,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000058,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000060,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000066,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000067,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000070,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000072,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000074,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000076,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000080,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000081,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000082,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000084,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000085,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000087,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000090,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000092,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000093,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000001,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000002,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000004,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000006,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482686_MAG_00000007,BPAM22-1_SAMN07482686_METAG
BPAM22-1_SAMN07482922_MAG_00000001,BPAM22-1_SAMN07482922_METAG
BPAM22-1_SAMN07482922_MAG_00000002,BPAM22-1_SAMN07482922_METAG
BPAM22-1_SAMN07482922_MAG_00000003,BPAM22-1_SAMN07482922_METAG
BPAM22-1_SAMN07482922_MAG_00000005,BPAM22-1_SAMN07482922_METAG
BPAM22-1_SAMN07482922_MAG_00000006,BPAM22-1_SAMN07482922_METAG
BPAM22-1_SAMN07482922_MAG_00000011,BPAM22-1_SAMN07482922_METAG
